,Unnamed: 0,base_name,solvent_name,activator_name,nucleophile_name,base_smiles,solvent_smiles,activator_smiles,nucleophile_smiles,yield,nucleophile_id,1-Methylimidazole,"2,6-Lutidine",N-methylmorpholine,Diisopropylethylamine,THF,MeCN,DMF,PFTU,TCFH,HATU,PyBOP,BOP-Cl,TFFH,DPPCl,HOTU,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
216,216,1-Methylimidazole,THF,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,33.42,n3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217,217,"2,6-Lutidine",THF,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,0.65,n3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,218,N-methylmorpholine,THF,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,6.35,n3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,219,Diisopropylethylamine,THF,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,14.16,n3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
220,220,1-Methylimidazole,MeCN,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,20.52,n3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
221,221,"2,6-Lutidine",MeCN,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,6.0,n3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222,222,N-methylmorpholine,MeCN,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,21.81,n3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
223,223,Diisopropylethylamine,MeCN,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,32.9,n3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
224,224,1-Methylimidazole,DMF,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,30.35,n3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,225,"2,6-Lutidine",DMF,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,11.89,n3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
226,226,N-methylmorpholine,DMF,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,25.59,n3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,227,Diisopropylethylamine,DMF,HATU,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,51.09,n3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
228,228,1-Methylimidazole,THF,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,15.26,n3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
229,229,"2,6-Lutidine",THF,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,-0.0,n3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230,230,N-methylmorpholine,THF,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,0.41,n3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
231,231,Diisopropylethylamine,THF,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,10.67,n3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,232,1-Methylimidazole,MeCN,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,18.15,n3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233,233,"2,6-Lutidine",MeCN,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,1.23,n3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234,234,N-methylmorpholine,MeCN,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,5.34,n3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,235,Diisopropylethylamine,MeCN,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,45.16,n3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236,236,1-Methylimidazole,DMF,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,11.78,n3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
237,237,"2,6-Lutidine",DMF,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,4.7,n3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,238,N-methylmorpholine,DMF,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,11.16,n3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
239,239,Diisopropylethylamine,DMF,PyBOP,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,30.27,n3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,240,1-Methylimidazole,THF,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,11.37,n3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
241,241,"2,6-Lutidine",THF,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,0.44,n3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
242,242,N-methylmorpholine,THF,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,54.94,n3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
243,243,Diisopropylethylamine,THF,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,10.8,n3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
244,244,1-Methylimidazole,MeCN,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,35.61,n3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
245,245,"2,6-Lutidine",MeCN,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,11.58,n3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
246,246,N-methylmorpholine,MeCN,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,34.73,n3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
247,247,Diisopropylethylamine,MeCN,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,1.53,n3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
248,248,1-Methylimidazole,DMF,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,16.71,n3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
249,249,"2,6-Lutidine",DMF,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,17.48,n3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
250,250,N-methylmorpholine,DMF,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,7.22,n3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
251,251,Diisopropylethylamine,DMF,BOP-Cl,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Nc1cc(-c2ccccc2)nn1-c1ccccc1,4.18,n3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
252,252,1-Methylimidazole,THF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,45.34,n3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
253,253,"2,6-Lutidine",THF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,1.06,n3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
254,254,N-methylmorpholine,THF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,19.26,n3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
255,255,Diisopropylethylamine,THF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,24.94,n3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
256,256,1-Methylimidazole,MeCN,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,42.06,n3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
257,257,"2,6-Lutidine",MeCN,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,20.36,n3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
258,258,N-methylmorpholine,MeCN,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,27.95,n3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
259,259,Diisopropylethylamine,MeCN,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,11.44,n3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
260,260,1-Methylimidazole,DMF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,47.75,n3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
261,261,"2,6-Lutidine",DMF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,18.53,n3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
262,262,N-methylmorpholine,DMF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,19.49,n3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
263,263,Diisopropylethylamine,DMF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,46.85,n3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
264,264,1-Methylimidazole,THF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,23.11,n3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
265,265,"2,6-Lutidine",THF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,28.27,n3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
266,266,N-methylmorpholine,THF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,49.67,n3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
267,267,Diisopropylethylamine,THF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,54.15,n3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
268,268,1-Methylimidazole,MeCN,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,52.2,n3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
269,269,"2,6-Lutidine",MeCN,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,34.42,n3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
270,270,N-methylmorpholine,MeCN,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,51.47,n3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
271,271,Diisopropylethylamine,MeCN,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,18.66,n3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
272,272,1-Methylimidazole,DMF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,30.62,n3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
273,273,"2,6-Lutidine",DMF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,19.58,n3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
274,274,N-methylmorpholine,DMF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,50.28,n3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
275,275,Diisopropylethylamine,DMF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,25.76,n3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
276,276,1-Methylimidazole,THF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,23.06,n3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
277,277,"2,6-Lutidine",THF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,2.62,n3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
278,278,N-methylmorpholine,THF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,9.53,n3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
279,279,Diisopropylethylamine,THF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,-0.8,n3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
280,280,1-Methylimidazole,MeCN,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,32.74,n3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
281,281,"2,6-Lutidine",MeCN,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,3.82,n3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
282,282,N-methylmorpholine,MeCN,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,18.23,n3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
283,283,Diisopropylethylamine,MeCN,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,10.25,n3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
284,284,1-Methylimidazole,DMF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,36.52,n3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
285,285,"2,6-Lutidine",DMF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,35.48,n3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
