,Unnamed: 0,base_name,solvent_name,activator_name,nucleophile_name,base_smiles,solvent_smiles,activator_smiles,nucleophile_smiles,yield,nucleophile_id,1-Methylimidazole,"2,6-Lutidine",N-methylmorpholine,Diisopropylethylamine,THF,MeCN,DMF,PFTU,TCFH,HATU,PyBOP,BOP-Cl,TFFH,DPPCl,HOTU,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
707,707,Diisopropylethylamine,DMF,HATU,"2,6-diisopropylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,11.28,n8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280,280,1-Methylimidazole,MeCN,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,32.74,n3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
68,68,1-Methylimidazole,DMF,TFFH,4-amino-2-(trifluoromethyl)benzonitrile,Cn1ccnc1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(N)cc1C(F)(F)F,11.51,n1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
896,896,1-Methylimidazole,DMF,HATU,methyl 2-amino-4-chlorobenzoate,Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,22.6,n10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
778,778,N-methylmorpholine,DMF,PFTU,6-chloropyridazin-3-amine,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,3.77,n9,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
578,578,N-methylmorpholine,THF,PFTU,6-methylquinolin-5-amine,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,2.19,n7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
585,585,"2,6-Lutidine",DMF,PFTU,6-methylquinolin-5-amine,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,5.67,n7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
407,407,Diisopropylethylamine,DMF,TCFH,3-amino-4-chlorobenzonitrile,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(Cl)c(N)c1,1.69,n5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
880,880,1-Methylimidazole,MeCN,TCFH,methyl 2-amino-4-chlorobenzoate,Cn1ccnc1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,2.6,n10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,25,"2,6-Lutidine",THF,HATU,4-amino-2-(trifluoromethyl)benzonitrile,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(N)cc1C(F)(F)F,0.08,n1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
439,439,Diisopropylethylamine,MeCN,BOP-Cl,3-amino-4-chlorobenzonitrile,CCN(C(C)C)C(C)C,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,N#Cc1ccc(Cl)c(N)c1,26.49,n5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45,45,"2,6-Lutidine",DMF,PyBOP,4-amino-2-(trifluoromethyl)benzonitrile,Cc1cccc(C)n1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,N#Cc1ccc(N)cc1C(F)(F)F,0.21,n1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
267,267,Diisopropylethylamine,THF,DPPCl,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,54.15,n3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
518,518,N-methylmorpholine,THF,PyBOP,2-methyl-4-nitroaniline,CN1CCOCC1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,2.49,n6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330,330,N-methylmorpholine,MeCN,PyBOP,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,11.06,n4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
517,517,"2,6-Lutidine",THF,PyBOP,2-methyl-4-nitroaniline,Cc1cccc(C)n1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,1.06,n6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
871,871,Diisopropylethylamine,MeCN,PFTU,methyl 2-amino-4-chlorobenzoate,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,29.08,n10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,519,Diisopropylethylamine,THF,PyBOP,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,3.84,n6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,331,Diisopropylethylamine,MeCN,PyBOP,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,12.71,n4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
567,567,Diisopropylethylamine,THF,HOTU,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,10.69,n6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
201,201,"2,6-Lutidine",DMF,PFTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,2.64,n3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,124,1-Methylimidazole,MeCN,HATU,1-(4-aminophenyl)-N-methylmethanesulfonamide,Cn1ccnc1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CNS(=O)(=O)Cc1ccc(N)cc1,62.35,n2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
613,613,"2,6-Lutidine",THF,PyBOP,6-methylquinolin-5-amine,Cc1cccc(C)n1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,5.09,n7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
845,845,"2,6-Lutidine",MeCN,DPPCl,6-chloropyridazin-3-amine,Cc1cccc(C)n1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,23.49,n9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,34,N-methylmorpholine,DMF,HATU,4-amino-2-(trifluoromethyl)benzonitrile,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(N)cc1C(F)(F)F,1.99,n1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260,260,1-Methylimidazole,DMF,TFFH,"1,3-diphenyl-1H-pyrazol-5-amine",Cn1ccnc1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,47.75,n3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
